,name,price,total sales/mil,release date,developer,genre,rating,user rating,age,platforms,number of players
2067,Darksiders III,12.43,0.25,"Nov 27, 2018","Gunfire Games, THQ Nordic",Action Adventure/Open-World,64.0,7.0,M,PS4,No Online Multiplayer
2068,RymdResa,None,,"Aug 20, 2015",Morgondag,Role-Playing/General,64.0,5.0,-,PC,No Online Multiplayer
2069,Hydrophobia: Prophecy,None,0.19,"May  9, 2011",Dark Energy Digital,Action Adventure/Horror/Horror/Survival,64.0,5.9,M,PC,No Online Multiplayer
2070,Intellivision Lives!,,,"Nov 20, 2003",Realtime Associates,Miscellaneous/Compilation,64.0,7.6,E,PS2,1-6
2071,Worms: Open Warfare,26.95,0.35,"Mar 22, 2006",Team17,Strategy/Turn-Based/Fantasy/Fantasy/Artillery,64.0,6.6,E10+,DS,No Online Multiplayer
2072,Hellpoint,34.38,,"Jul 30, 2020",Cradle Games,Role-Playing/Action RPG,64.0,6.4,-,PC,Up to 4
2073,The Outer Worlds: Murder on Eridanos,64.24,,"Mar 17, 2021",Obsidian Entertainment,Role-Playing/Western-Style,64.0,6.9,-,PS4,-
2074,Battlefield 2042,36.01,,"Nov 12, 2021",EA DICE,Action/Shooter/First-Person/Tactical,64.0,2.3,M,XS,Up to more than 64
2075,Spirit of the North: Enhanced Edition,None,,"Nov 26, 2020",Infuse Studio,Adventure/3D/Third-Person,64.0,6.5,-,PS5,No Online Multiplayer
2076,Storm,42.67,1.02,"Jun 14, 2013",EKO Software,Miscellaneous/General/General,64.0,2.9,E,X360,-
2077,TNA iMPACT!,9.86,0.4,"Sep  9, 2008",Midway Studios - Los Angeles,Action/Sports/Fighting/Fighting/Individual/Wrestling/Combat/Wrestling,64.0,4.6,T,PS3,2  Online
2078,RPG Maker Fes,25.0,0.07,"Jun 27, 2017","Jupiter Corporation, Kadokawa",Role-Playing/General,64.0,5.8,E10+,3DS,No Online Multiplayer
2079,nail'd,11.83,0.1,"Nov 30, 2010",Techland,Driving/Racing/Arcade/Arcade/Automobile,64.0,7.1,E10+,X360,Up to 12
2080,Exit DS,9.67,0.1,"Nov  5, 2008",Moss,Action/Puzzle/General/General,64.0,6.7,E,DS,1 Player
2081,Vampire: The Masquerade - Shadows of New York,None,,"Sep 10, 2020",Draw Distance,Adventure/Visual Novel,64.0,5.9,M,PC,No Online Multiplayer
2082,Rainbow Skies,44.3,,"Jun 26, 2018",SideQuest Studios,Role-Playing/General,64.0,5.8,E10+,PS4,No Online Multiplayer
2083,Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings,70.0,0.03,"Mar 27, 2018",Koei Tecmo Games,Role-Playing/Japanese-Style,64.0,7.2,T,NS,No Online Multiplayer
2084,King Oddball,None,,"Sep  9, 2016","10tons Ltd, 10tons",Puzzle/Action,64.0,-,E10+,XOne,-
2085,Thor: God of Thunder,23.49,0.13,"May  3, 2011",WayForward,Action/General/General/Beat-'Em-Up/3D,64.0,7.3,E10+,DS,No Online Multiplayer
2086,Star Trek: Tactical Assault,22.36,0.03,"Nov 14, 2006",Quicksilver Software,Strategy/Real-Time/Sci-Fi/Sci-Fi/General,64.0,8.5,E,PSP,1-4
2087,Avatar: The Last Airbender,39.99,0.34,"Oct 10, 2006",TOSE,Action Adventure/Fantasy/General/Fantasy,64.0,7.3,E,DS,1 Player
2088,Lemony Snicket's A Series of Unfortunate Events,,,"Nov 10, 2004",Activision,Action/Platformer/Platformer/3D/3D,64.0,6.0,E,PC,1 Player
2089,Wrath Unleashed,,,"Feb 10, 2004",Double Helix Games,Strategy/Turn-Based/Fantasy,64.0,5.7,T,PS2,1-4
2090,RoadKill,,,"Oct 30, 2003",Terminal Reality,Driving/Car Combat,64.0,7.8,M,GameCube,1-4
2091,Pro Rally,,,"Nov 11, 2002",Ubisoft,Driving/Racing/GT / Street,64.0,8.2,E,GameCube,1-8
2092,Superman: Shadow of Apokolips,,,"Sep 25, 2002",Atari,Action Adventure/Fantasy,64.0,6.4,E,PS2,1 Player
2093,Dinotopia: The Timestone Pirates,,,"Apr 30, 2002",RFX Interactive,Action/Platformer/2D,64.0,8.4,E,Game Boy Advance,1 Player
2094,Wild Wild Racing,,,"Oct 25, 2000",Rage Software,Driving/Racing/Rally / Offroad,64.0,-,E,PS2,1-2
2095,Wolfenstein: Youngblood,17.7,,"Jul 26, 2019",MachineGames,Action/Shooter/First-Person/Arcade,63.0,2.6,M,PS4,2
2096,The Adventures of Tintin: The Game,9.76,0.24,"Dec  6, 2011",Ubisoft Montpellier,Adventure/General/General,63.0,6.4,E10+,X360,No Online Multiplayer
2097,Harry Potter and the Order of the Phoenix,29.96,0.04,"Jun 25, 2007",EA Games,Action Adventure/Fantasy/General/Fantasy,63.0,5.6,E10+,PC,1 Player
2098,Earth Defense Force: Insect Armageddon,23.96,0.2,"Jul  1, 2011",Vicious Cycle,Action/Shooter/Shooter/Third-Person/Sci-Fi/Sci-Fi/Arcade,63.0,7.4,T,PS3,Up to 6
2099,Summer in Mara,17.08,,"Jun 16, 2020",Chibig,Adventure/General,63.0,8.4,-,PC,No Online Multiplayer
2100,Dead Island: Definitive Collection,20.59,,"May 31, 2016",Techland,Miscellaneous/Compilation,63.0,6.6,M,PS4,Up to 4
2101,The Witch and the Hundred Knight: Revival Edition,None,,"Mar  1, 2016",Nippon Ichi Software,Role-Playing/Action RPG,63.0,6.9,T,PS4,-
2102,198X,22.38,,"Jun 20, 2019",Hi-Bit Studios,Action/Miscellaneous/Platformer/Party / Minigame/2D,63.0,5.6,-,PC,No Online Multiplayer
2103,The Incredibles: Rise of the Underminer,,,"Nov  1, 2005",Heavy Iron Studios,Action/Platformer/3D,63.0,-,E10+,Xbox,-
2104,Suikoden IV,,0.66,"Jan 11, 2005",KCET,Role-Playing/Console-style RPG,63.0,7.4,T,PS2,1 Player
2105,Supreme Ruler: Cold War,16.28,0.03,"Jul 19, 2011",BattleGoat Studios,Strategy/Turn-Based/Wargame/Turn-Based/General,63.0,6.7,RP,PC,16  Online
2106,Hood: Outlaws & Legends,None,,"May  7, 2021",Sumo Newcastle,Action Adventure/General,63.0,6.3,-,PS5,Up to 8
2107,This Is the Police,17.0,0.02,"Mar 22, 2017",Weappy Studio,Simulation/Virtual/Virtual Life/Career,63.0,6.4,M,PS4,-
2108,Neon Chrome,None,,"May 31, 2016","10tons Entertainment, 10tons",Action/Shooter/Shoot-'Em-Up/Top-Down,63.0,6.7,T,PS4,-
2109,FIFA Street 2,10.71,,"Feb 28, 2006",EA Canada,Sports/Traditional/Soccer/Arcade,63.0,6.9,E,Xbox,1-4
2110,Super Bomberman R,17.38,0.03,"Jun 12, 2018",Konami,Puzzle/Action/Arcade,63.0,6.5,E10+,XOne,Up to 8
2111,Cubemen 2,25.57,,"Sep  4, 2014",3 Sprockets,Action/Strategy/Real-Time/General/Defense,63.0,7.1,E10+,WiiU,-
2112,NecroVisioN,None,0.01,"May 18, 2009",The Farm 51,Action/Shooter/Shooter/First-Person/Fantasy/Fantasy/Arcade,63.0,6.1,M,PC,-
2113,Worms Forts: Under Siege,,0.11,"Mar 15, 2005",Team17,Strategy/Turn-Based/Fantasy,63.0,7.9,T,PS2,1-4
2114,Dirty Bomb,None,,"Jun  1, 2015",Splash Damage,Shooter/Modern/Modern/Action/Shooter/First-Person/Arcade,63.0,7.7,-,PC,Online Multiplayer
2115,World Poker Tour,,,"Oct 18, 2005",2K Sports,Miscellaneous/Parlor/Gambling,63.0,6.2,T,Xbox,6  Online
2116,Moons of Madness,31.56,,"Mar 24, 2020","Rock Pocket Games, Dreamloop Games",Action Adventure/Survival,63.0,4.5,M,PS4,No Online Multiplayer
2117,Star Wars: The Force Unleashed II,21.61,1.51,"Oct 26, 2010",LucasArts,Action/General/General,63.0,6.7,T,PS3,No Online Multiplayer
2118,Lost Grimoires: Stolen Kingdom,None,,"Apr 28, 2017",Artifex Mundi,Puzzle/Hidden Object,63.0,-,E10+,XOne,-
2119,Resident Evil 6,18.17,0.07,"Mar 29, 2016",Capcom,Action Adventure/Survival,63.0,7.1,M,XOne,-
2120,Godzilla: Save the Earth,,,"Nov 16, 2004","Pipeworks Software, Inc.",Action/Fighting/3D,63.0,8.3,T,Xbox,4  Online
2121,FIFA Street 3,8.02,0.34,"Feb 18, 2008",EA Canada,Sports/Traditional/Team/Soccer/Arcade/Arcade,63.0,7.0,E,X360,Up to 8
2122,Finding Nemo,,,"May  9, 2003",Traveller's Tales,Action Adventure/Fantasy,63.0,7.4,E,Xbox,1 Player
2123,InnerSpace,None,,"Jan 16, 2018",PolyKnight Games,Simulation/Flight/Civilian,63.0,7.1,E,NS,No Online Multiplayer
2124,Dragon's Prophet,None,,"Aug 13, 2013",Runewaker Entertainment,Role-Playing/General/Massively Multiplayer Online/Massively Multiplayer/Fantasy,63.0,5.9,RP,PC,-
2125,X-Men: Next Dimension,,,"Oct 15, 2002",Exakt,Action/Fighting/3D,63.0,7.8,T,GameCube,1-2
2126,Alpha Protocol,8.37,0.39,"Jun  1, 2010",Obsidian Entertainment,Role-Playing/Console-style RPG/Console-style RPG/Western-Style,63.0,7.2,M,X360,No Online Multiplayer
2127,Spectrobes,17.6,0.75,"Mar  6, 2007",Jupiter Corporation,Role-Playing/Action RPG/Action RPG,63.0,7.7,E,DS,1-16
2128,PixelJunk 4am,44.08,,"May 15, 2012",Q-Games,Action/Miscellaneous/General/Music Maker/Music Maker/Application,63.0,6.4,E,PS3,1-2
2129,Assassin's Creed Chronicles: India,59.58,,"Jan 13, 2016","Ubisoft, Climax Studios",General/Action Adventure/Linear,63.0,4.3,T,PS4,-
2130,Airheart: Tales of Broken Wings,None,,"Jul 24, 2018",Blindflug Studios,Action/Shooter/Shoot-'Em-Up/Top-Down,63.0,5.6,E10+,PS4,No Online Multiplayer
2131,DarkStar One: Broken Alliance,7.08,0.2,"Jul 13, 2010",Gaming Minds Studios,Simulation/Sci-Fi/Space/Small Spaceship/Small Spaceship/Combat,63.0,6.7,T,X360,-
2132,Big Bumpin',None,0.0,"Nov 19, 2006",Blitz Games,Driving/Racing/Arcade/Kart/Other/Kart,63.0,5.8,E,X360,Up to 4
2133,Citadel: Forged with Fire,14.32,,"Nov  1, 2019",Blue Isle Studios,Role-Playing/Action RPG,63.0,6.0,T,XOne,Up to 40
2134,Dogos,57.87,,"Sep  7, 2016",INTERNET URL S.A.,Action/Shooter/Shoot-'Em-Up/Top-Down,63.0,-,E10+,XOne,-
2135,NBA 08,7.2,0.63,"Oct 12, 2007",SCEA San Diego Studios,Sports/Traditional/Team/Basketball/Sim/Sim,63.0,6.0,E,PS3,2  Online
2136,Windlands,None,,"Oct 25, 2016",Psytec Games Ltd,Adventure/3D/First-Person,63.0,7.0,E,PS4,-
2137,Major League Baseball 2K8,7.53,0.14,"Mar  3, 2008",Kush Games,Sports/Traditional/Team/Baseball/Sim/Sim,63.0,7.6,E,Wii,-
2138,The World Next Door,42.72,,"Mar 27, 2019",Rose City Games,Action Adventure/General,63.0,6.3,T,NS,No Online Multiplayer
2139,Dynasty Warriors 8 Empires,26.75,0.21,"Feb 24, 2015",Omega Force,Action/Beat-'Em-Up/3D,63.0,6.8,T,PS4,2
2140,The Immortals of Terra: A Perry Rhodan Adventure,None,,"Jul  3, 2008",Braingame,Adventure/3D/Sci-Fi/Sci-Fi/Third-Person,63.0,6.1,T,PC,1 Player
2141,NBA Live 07,8.07,1.3,"Sep 25, 2006",EA Sports,Sports/Traditional/Basketball/Sim,63.0,6.0,E,PS2,2  Online
2142,Indiana Jones and the Staff of Kings,9.71,0.26,"Jun  9, 2009","Amaze Entertainment, Amaze",Action/Action Adventure/General/General/Linear,63.0,7.5,T,PSP,No Online Multiplayer
2143,Eragon,17.96,0.16,"Nov 14, 2006",Amaze Entertainment,Action/Role-Playing/Action Adventure/Action RPG/General/Fantasy/Beat-'Em-Up/Japanese-Style/3D,63.0,7.5,T,DS,1-2
2144,Sniper Elite III,17.35,0.43,"Jul  1, 2014",Rebellion,Shooter/Historic/Action/Shooter/Third-Person/Tactical/Historic,63.0,6.8,M,XOne,Up to 12
2145,Penny-Punching Princess,22.68,0.03,"Apr  3, 2018",Nippon Ichi Software,Role-Playing/Action RPG,63.0,6.1,T,NS,No Online Multiplayer
2146,Fatal Frame: Maiden of Black Water,64.98,,"Oct 28, 2021",Koei Tecmo Games,Action Adventure/Survival,63.0,7.7,M,PS5,No Online Multiplayer
2147,Cobra Kai: The Karate Kid Saga Continues,24.99,,"Oct 27, 2020","GameMill Entertainment, Flux Games",Action/Beat-'Em-Up/2D,63.0,-,T,NS,No Online Multiplayer
2148,The Godfather II,32.35,0.0,"Apr  7, 2009",EA Redwood Shores,Action Adventure/Adventure/Third-Person/Historic/Linear/Open-World/Modern,63.0,6.8,M,PC,-
2149,Bounty Hounds,None,0.03,"Sep 13, 2006",Xpec,Action/Shooter/Shooter/Third-Person/Sci-Fi/Sci-Fi/Arcade,63.0,6.2,T,PSP,2
2150,Avatar: The Last Airbender,39.99,,"Oct 10, 2006",AWE Games,Action Adventure/Fantasy,63.0,-,E10+,Xbox,1 Player
2151,Battlestar Galactica,,,"Nov 19, 2003",Warthog,Simulation/Sci-Fi/Small Spaceship,63.0,7.4,T,Xbox,1 Player
2152,FIFA Street 3,8.02,0.32,"Feb 18, 2008",EA Canada,Sports/Traditional/Team/Soccer/Arcade/Arcade,63.0,6.7,E,PS3,Up to 8
2153,Everlight of Magic & Power,62.5,,"Oct  7, 2008",The Games Company,Adventure/General/General,63.0,-,T,PC,1 Player
2154,Disney Epic Mickey: The Power of Illusion,66.37,0.03,"Nov 18, 2012",DreamRift,Action/Platformer/Platformer/3D/2D/3D,63.0,5.9,E,3DS,1 Player
2155,The Lord of the Rings: War in the North,28.06,0.82,"Nov  1, 2011",Snowblind Studios,Role-Playing/Action RPG/Action RPG,63.0,7.1,M,PS3,Up to 3
2156,Sands of Destruction,None,0.23,"Jan 12, 2010","Image Epoch, Imageepoch",Role-Playing/Console-style RPG/Console-style RPG/Japanese-Style,63.0,7.9,T,DS,-
2157,Layers of Fear 2,None,,"May 28, 2019",Bloober Team,Action Adventure/Survival,63.0,6.5,M,XOne,No Online Multiplayer
2158,Assassin's Creed III - The Redemption,59.58,,"Apr 23, 2013",Ubisoft Quebec,Action Adventure/Historic/Historic/Open-World,63.0,5.8,M,X360,-
2159,Destiny: The Dark Below,None,,"Dec  9, 2014",Bungie,Sci-Fi/Action/Shooter/First-Person/Arcade,63.0,3.1,T,PS4,-
2160,A Quiet Weekend in Capri,,,"Mar 17, 2004",Silvio & Gey Savarese,Adventure/3D/Modern/Third-Person/Modern,63.0,7.5,E,PC,1 Player
2161,Disney's Magical Quest 2 Starring Mickey and Minnie,,,"Nov 12, 2003",Klein Computer Entertainment,Action/Platformer/2D,63.0,-,E,Game Boy Advance,1-2
2162,Mojo!,,,"Aug 26, 2003",Crave,Miscellaneous/Puzzle/General,63.0,-,E,PS2,1-4
2163,Enter the Matrix,,,"May 14, 2003",Shiny Entertainment,Action Adventure/Sci-Fi,63.0,8.2,T,GameCube,1 Player
2164,Samurai Jack: The Amulet of Time,,,"Mar 30, 2003",Virtucraft,Action/Platformer/2D,63.0,5.9,T,Game Boy Advance,1 Player
2165,Barbarian,,,"Jun 27, 2002",Saffire,Action/Fighting/3D,63.0,-,T,PS2,1-4
2166,Namco Museum: Virtual Arcade,31.04,0.31,"Nov  4, 2008",Namco Bandai Games,Miscellaneous/Compilation/Compilation,63.0,7.2,E10+,X360,Up to 4
2167,Triggerheart Exelica,99.03,,"Feb 27, 2008",Warashi,Action/Shooter/Shooter/Scrolling/Scrolling/Shoot-'Em-Up/Vertical,63.0,8.2,E10+,X360,1 Player
2168,Texas Hold 'Em,7.78,,"Aug 23, 2006","Tik Games, LLC, TikGames",Miscellaneous/Parlor/Gambling/Gambling,63.0,6.7,T,X360,8  Online
2169,Theatre of War 2: Africa 1943,64.1,,"Apr 24, 2009","Battlefront.com, 1C Entertainment",Strategy/Real-Time/Military/General/Tactics,63.0,6.1,-,PC,-
2170,Will Rock,,,"Jun  9, 2003",Saber Interactive,Action/Shooter/Shooter/First-Person/Fantasy/Fantasy/Arcade,63.0,7.2,M,PC,1-16
2171,Panzer Dragoon,48.01,,"Mar 26, 2020","Forever Entertainment, MegaPixel Studio",Action/Shooter/Rail,63.0,7.4,T,NS,No Online Multiplayer
2172,Obscuritas,80.4,,"Mar 17, 2016","Visual Imagination Software, Ravenscourt, VIS Games",Adventure/3D/First-Person,63.0,4.0,-,PC,No Online Multiplayer
2173,Personal Trainer: Math,None,1.37,"Jan 13, 2009",Jupiter Corporation,Miscellaneous/Edutainment/Edutainment,63.0,-,E,DS,1-16
2174,All-Star Fruit Racing,24.15,0.01,"Aug 21, 2018","3DClouds.it, 3DClouds",Racing/Arcade/Automobile,63.0,3.4,E,NS,Up to 8
2175,Beat Hazard Ultra,None,,"Oct 18, 2011",Cold Beam Games,Action/Shooter/Shooter/Static/Static/Shoot-'Em-Up/Top-Down,63.0,6.8,E,PS3,2
2176,The Baconing,80.0,,"Aug 31, 2011",Hothead Games,Action/Role-Playing/Platformer/Action RPG/3D,63.0,5.1,T,PC,No Online Multiplayer
2177,Metal Wolf Chaos XD,30.15,,"Aug  6, 2019","From Software, General Arcade",Simulation/Vehicle/Combat,63.0,6.4,T,PS4,No Online Multiplayer
2178,NBA Playgrounds,16.58,0.14,"May  9, 2017",Saber Interactive,Sports/Team/Basketball/Arcade,63.0,6.6,E,NS,-
2179,WorldShift,87.62,0.02,"Nov 16, 2009",Black Sea Studios,Strategy/Real-Time/Sci-Fi/Sci-Fi/General,63.0,7.2,T,PC,-
2180,Go! Sudoku,5.21,0.12,"Mar 21, 2006",Sumo Digital,Miscellaneous/Puzzle/Puzzle/Puzzle/Logic/Logic,63.0,5.3,E,PSP,No Online Multiplayer
2181,Narcos: Rise of the Cartels,19.99,,"Nov 22, 2019",Kuju Entertainment,Action/Strategy/Turn-Based/General/Tactics,63.0,2.6,M,XOne,No Online Multiplayer
2182,Battle Princess Madelyn,41.51,,"Dec 20, 2018",Causal Bit Games,Action/Platformer/2D,63.0,5.0,E10+,PS4,No Online Multiplayer
2183,Asterix & Obelix XXL 2,77.99,,"Nov 29, 2018",Etranges Libellules,Action/Platformer/3D,63.0,7.4,-,XOne,No Online Multiplayer
2184,Sinner: Sacrifice for Redemption,9.89,,"Oct 18, 2018",DarkStar Games,Action Adventure/General,63.0,4.1,-,PC,No Online Multiplayer
2185,Split/Second,14.61,0.13,"Nov 15, 2010",Black Rock Studio,Driving/Racing/General/General/Arcade/Automobile,63.0,8.5,E10+,PSP,-
2186,Fable Fortune,None,,"Feb 21, 2018",Mediatonic,Strategy/Turn-Based/Card Battle/Tactics,63.0,7.8,-,PC,Online Multiplayer
2187,Eufloria,None,,"Nov  4, 2008","Rudolf Kremers, Alex May",Strategy/General/General,63.0,7.6,-,PC,No Online Multiplayer
2188,Wii Music,16.51,2.86,"Oct 20, 2008",Nintendo,Action/Miscellaneous/Rhythm/Music/Music,63.0,4.8,E,Wii,1-4
2189,Sacred Citadel,None,,"Apr 17, 2013",Southend Interactive,Action/Beat-'Em-Up/Beat-'Em-Up/2D,63.0,6.3,T,X360,-
2190,Harvest Moon 3D: The Tale of Two Towns,None,,"Nov  1, 2011",Marvelous Entertainment,Strategy/Breeding/Constructing/General/Management/Breeding/Constructing/Business / Tycoon,63.0,6.5,E,3DS,-
2191,Lucidity,None,,"Oct  7, 2009",LucasArts,Puzzle/Action/Platformer/Platformer/3D/3D,63.0,7.6,E,X360,No Online Multiplayer
2192,Lemony Snicket's A Series of Unfortunate Events,,,"Nov 10, 2004",Adrenium,Action/Platformer/3D,63.0,6.1,E,PS2,1 Player
2193,Viewtiful Joe: Red Hot Rumble,62.38,0.09,"Mar 22, 2006",Clover Studio,Action/Beat-'Em-Up/Beat-'Em-Up/2D,63.0,6.9,T,PSP,Up to 4
2194,Beholder: Complete Edition,None,,"Jan 16, 2018",Warm Lamp Games,Strategy/General,63.0,6.8,T,PS4,No Online Multiplayer
2195,P.I.D.,None,,"Oct 13, 2020",Joao Victor da Silva // Lucas Roberto,Strategy/General,,-,-,PC,No Online Multiplayer
2196,ReCore,None,0.26,"Sep 13, 2016","Armature Studio, comcept",Action Adventure/General,63.0,6.7,T,XOne,No Online Multiplayer
2197,Lemmings Touch,9.12,,"May 27, 2014",d3t Ltd,Miscellaneous/Puzzle/Action,63.0,6.7,E,PSV,-
2198,Serial Cleaner,None,,"Jul 14, 2017","iFun4all, Curve Digital",Action/Action Adventure/General/Linear,63.0,7.5,M,XOne,-
2199,NBA 07,14.18,1.3,"Sep 25, 2006",SCEA,Sports/Traditional/Basketball/Sim,63.0,6.8,E,PS2,2  Online
2200,Crashday,None,,"Dec 20, 2006","Replay Studios, Moonbyte Studios",Driving/Racing/Arcade/Arcade/Automobile,63.0,7.7,T,PC,1-4
2201,The Con,,0.59,"Oct 18, 2005","SCEA, Think and Feel",Action/Fighting/Fighting/3D/3D,63.0,7.2,T,PSP,2
2202,Van Helsing,,,"May  6, 2004",Saffire,Action/Shooter/Third-Person/Fantasy,63.0,7.6,T,Xbox,1 Player
2203,SSX 3,,,"Nov 11, 2003",Visual Impact,Sports/Alternative/Snowboarding,63.0,7.2,E,Game Boy Advance,1-2
2204,Rogue Ops,,,"Oct 28, 2003",Bits Studios,Action Adventure/Modern,63.0,-,M,Xbox,1 Player
2205,Black & Bruised,,,"Jan 26, 2003",Digital Fiction,Sports/Traditional/Boxing,63.0,-,T,PS2,1-2
2206,Gun Metal,,,"Jul 30, 2002",Rage Software,Action/Shooter/Third-Person/Sci-Fi,63.0,7.0,T,Xbox,1 Player
2207,NBA Hoopz,,,"Feb 26, 2001",Eurocom Entertainment Software,Sports/Traditional/Basketball/Arcade,63.0,-,E,PS2,1-6
2208,Silent Scope,,,"Oct 23, 2000",KCET,Action/Shooter/Rail,63.0,6.8,M,PS2,1 Player
2209,Table Top Racing,None,,"Aug  5, 2014",Playrise Edge Ltd.,Driving/Racing/Arcade/Automobile,63.0,7.0,E,PSV,-
2210,WRC 3: FIA World Rally Championship,16.13,,"Mar 26, 2013",Milestone S.r.l,Driving/Racing/Simulation/Rally / Offroad/Rally / Offroad/Automobile,63.0,6.1,E,PS3,Up to 16
2211,The Legend of Heroes II: Prophecy of the Moonlight Witch,None,0.14,"Jun 20, 2006",Microvision,Role-Playing/Console-style RPG/Console-style RPG/Japanese-Style,63.0,7.5,E10+,PSP,No Online Multiplayer
2212,Matt Hazard: Blood Bath and Beyond,None,,"Jan  6, 2010",Vicious Cycle,Action/Shooter/Shooter/Scrolling/Scrolling/Shoot-'Em-Up/Vertical,63.0,8.6,M,X360,-
2213,The Suicide of Rachel Foster,35.0,,"Feb 19, 2020","101%, ONEOONE GAMES",Adventure/3D/First-Person,63.0,7.1,-,PC,No Online Multiplayer
2214,King's Bounty II,59.98,,"Aug 24, 2021",1C Entertainment,Strategy/Turn-Based/Tactics,63.0,4.5,-,NS,-
2215,Alternativa,None,,"Nov  5, 2010",Centauri Production,Adventure/General,63.0,5.7,-,PC,-
2216,Spider-Man: Web of Shadows,28.02,0.25,"Oct 21, 2008","Treyarch, Shaba Games",Action/General/General/Beat-'Em-Up/2D,63.0,7.1,T,Wii,1 Player
2217,Zombie Tycoon 2: Brainhov's Revenge,22.88,,"Apr 30, 2013",Frima Studio,Strategy/Tycoon/Management/Tycoon/Business / Tycoon,63.0,5.9,T,PS3,2
2218,Lost Planet 2,12.96,0.03,"Oct 15, 2010",Capcom,Action/Shooter/Shooter/Third-Person/Sci-Fi/Sci-Fi/Arcade,63.0,6.2,T,PC,4  Online
2219,Blacklight: Tango Down,25.98,,"Oct 26, 2010",Zombie Studios,Action/Shooter/Shooter/First-Person/Modern/Tactical/Modern/Arcade,63.0,6.4,T,PS3,-
2220,PONCHO,15.08,,"Nov  3, 2015",Delve Interactive,Action/Platformer/2D,63.0,3.6,E,PS4,-
2221,Spider-Man 3,28.61,0.57,"May  4, 2007",Treyarch,Action/Action Adventure/Platformer/General/Platformer/3D/3D,63.0,7.1,T,X360,No Online Multiplayer
2222,Arcade Classics Anniversary Collection,22.64,,"Apr 18, 2019",Konami,Miscellaneous/Compilation,63.0,3.9,T,PS4,No Online Multiplayer
2223,Space Junkies,None,,"Mar 26, 2019",Ubisoft Montpellier,Action/Arcade,63.0,3.4,T,PS4,Up to 4
2224,Serious Sam 3: BFE,None,,"Oct 17, 2012",Croteam,Action/Shooter/Shooter/First-Person/Sci-Fi/Sci-Fi/Arcade,63.0,7.7,M,X360,1 Player
2225,Monsters vs. Aliens,11.31,0.03,"Mar 23, 2009",Beenox,Action Adventure/Sci-Fi/Sci-Fi/General,63.0,4.4,E10+,PC,-
2226,Red Steel,69.88,0.95,"Nov 19, 2006",Ubisoft Paris,Action/Shooter/Shooter/First-Person/Modern/Modern/Arcade,63.0,6.7,T,Wii,No Online Multiplayer
2227,SBK: Snowboard Kids,,0.02,"Nov 22, 2005",Racjin,Sports/Alternative/Individual/Snowboarding/Snowboarding/Ski / Snowboard,63.0,6.6,E,DS,1-4
2228,SOCOM: U.S. Navy SEALs Confrontation,None,1.26,"Oct 14, 2008",Slant Six,Action/Shooter/Shooter/Third-Person/Modern/Modern/Arcade,63.0,6.8,M,PS3,Up to 32
2229,Fallout: New Vegas - Lonesome Road,18.93,,"Sep 20, 2011",Obsidian Entertainment,Role-Playing/First-Person/First-Person/Western-Style,63.0,7.9,M,X360,-
2230,Fatal Fury Special,78.04,,"Sep  5, 2007",Mine Loader,Action/Fighting/Fighting/2D/2D,63.0,7.5,T,X360,4  Online
2231,Blue Dragon: Awakened Shadow,87.0,0.1,"May 18, 2010",Tri-Crescendo,Role-Playing/Action RPG/Action RPG,63.0,6.6,E10+,DS,-
2232,State of Mind,25.22,,"Aug 15, 2018",Daedalic Entertainment,Action Adventure/Adventure/General/3D/Third-Person,63.0,7.3,M,NS,No Online Multiplayer
2233,Lost in Harmony,None,,"Jun 21, 2018",Digixart Entertainment,Action/Rhythm/Music,63.0,6.2,E,NS,No Online Multiplayer
2234,Unbox: Newbie's Adventure,17.98,0.04,"Jul 25, 2017",Merge Games,Action/Platformer/3D,63.0,-,E,PS4,-
2235,Radiohammer,None,,"Dec 10, 2015",Arc System Works,Action/Rhythm/Music,63.0,-,T,3DS,-
2236,Clive Barker's Jericho,12.76,0.32,"Oct 23, 2007","Mercury Steam, Alchemic Productions",Action Adventure/Horror/Horror/Survival,63.0,7.5,M,X360,1 Player
2237,Skully,20.78,,"Aug  4, 2020",Finish Line Games,Action/Platformer/3D,63.0,-,E,PS4,No Online Multiplayer
2238,The Station,82.31,,"Feb 20, 2018",The Station,Adventure/3D/First-Person,63.0,7.1,T,XOne,No Online Multiplayer
2239,Scrap Metal,None,,"Mar 10, 2010",Slick Entertainment,Driving/Racing/Arcade/Arcade/Automobile,63.0,8.0,E10+,X360,-
2240,Gothic 3,9.65,0.5,"Nov 14, 2006",Piranha Bytes,Role-Playing/PC-style RPG/PC-style RPG/Western-Style,63.0,7.5,T,PC,No Online Multiplayer
2241,Fat Princess Adventures,None,,"Dec  5, 2015","SCE Santa Monica, Fun Bits",Action/Role-Playing/General/Action RPG,63.0,7.1,T,PS4,Up to 4
