,name,price,total sales/mil,release date,developer,genre,rating,user rating,age,platforms,number of players
401,Schizoid,None,,"Jul  9, 2008",Torpex Games LLC,Action/General/General,68.0,7.8,E,X360,2  Online
402,FLOCK!,None,,"Apr  8, 2009",Proper Games,Miscellaneous/Puzzle/Action/Puzzle/General/General,68.0,5.6,E,X360,1-2
403,Mafia III,22.25,2.87,"Oct  7, 2016",Hangar 13,Action Adventure/Open-World,68.0,5.3,M,PS4,No Online Multiplayer
404,Strikers Edge,19.62,,"Jan 30, 2018",Fun Punch Games,Action/Shooter/Shoot-'Em-Up/Top-Down,68.0,6.0,T,PS4,Up to 4
405,Tron 2.0: Killer App,,,"Oct 20, 2004",Digital Eclipse,Action Adventure/Sci-Fi,68.0,-,E,Game Boy Advance,1-4
406,Squad Assault: West Front,,,"Nov  2, 2003",Freedom LLC,Strategy/Real-Time/Military/General,68.0,-,T,PC,1-2
407,WWE Raw 2,,,"Sep 16, 2003",Anchor (Legacy),Action/Fighting/Wrestling,68.0,7.4,T,Xbox,1-4
408,Grandia Xtreme,,,"Sep 30, 2002",Game Arts,Role-Playing/Console-style RPG,68.0,7.6,T,PS2,1 Player
409,Sudden Strike II,,,"Sep 26, 2002",Fireglow,Strategy/Real-Time/Historic/General/Historic,68.0,8.0,T,PC,1-8
410,Capcom vs. SNK 2 EO,,,"Sep 23, 2002",Capcom,Action/Fighting/2D,68.0,8.6,T,GameCube,1-2
411,WWF Raw,,,"Feb 11, 2002",Anchor (Legacy),Action/Fighting/Wrestling,68.0,6.1,T,Xbox,1-4
412,Zoo Tycoon (2001),,,"Oct 17, 2001",Blue Fang Games,Strategy/Tycoon/Management/Tycoon/Business / Tycoon,68.0,7.7,E,PC,1 Player
413,Chicken Run,,,"Nov 13, 2000",Blitz Games,Action Adventure/Fantasy,68.0,7.5,E,Dreamcast,-
414,The Wizard of Oz: Beyond the Yellow Brick Road,None,0.15,"Sep 29, 2009",Media.Vision,Role-Playing/General/General/Japanese-Style,68.0,6.0,E,DS,-
415,MXGP 2019,25.87,,"Aug 27, 2019",Milestone S.r.l,Racing/Arcade/Automobile,68.0,4.1,E,PS4,Up to 12
416,Rad,79.92,,"Aug 20, 2019",Double Fine Productions,Adventure/Action Adventure/General,68.0,6.8,T,NS,No Online Multiplayer
417,My Hero One's Justice,28.25,0.3,"Oct 26, 2018",Bandai Namco Games,Action/General/Fighting/3D,68.0,6.4,T,PS4,2
418,Just Cause 4,11.9,,"Dec  4, 2018",Avalanche Studios,Action Adventure/Open-World,68.0,4.7,M,PC,No Online Multiplayer
419,Solstice Chronicles: MIA,42.51,,"Jul 26, 2017",Ironward,Action/Shooter/Shoot-'Em-Up/Top-Down,68.0,6.5,-,PC,No Online Multiplayer
420,Fledgling Heroes,None,,"May  7, 2020",Subtle Boom,Action/Platformer/Arcade/2D,68.0,-,E,NS,No Online Multiplayer
421,Songbringer,None,,"Sep  1, 2017",Wizard Fu Games,Role-Playing/Action Adventure/General/Action RPG/Open-World,68.0,-,T,PC,-
422,Men of War: Vietnam,None,0.13,"Sep  8, 2011",Best Way,Strategy/Real-Time/Military/General/Military/Tactics,68.0,5.3,T,PC,-
423,Conan Exiles,26.72,0.21,"May  8, 2018",Funcom,Action Adventure/Survival,68.0,5.3,M,PS4,Up to 40
424,Lapis x Labyrinth,59.99,0.01,"May 28, 2019",Nippon Ichi Software,Role-Playing/Action RPG,68.0,6.2,E10+,NS,No Online Multiplayer
425,The Rub Rabbits!,50.0,0.07,"Feb 13, 2006",Sonic Team,Miscellaneous/Puzzle/Puzzle/General/Puzzle/Party / Minigame/General,68.0,7.7,T,DS,1-4
426,Mytran Wars,6.9,0.14,"Oct 26, 2009",Stormregion,Strategy/Turn-Based/Sci-Fi/Sci-Fi/General,68.0,8.2,T,PSP,No Online Multiplayer
427,TERROR SQUID,8.87,,"Oct 15, 2020",Apt Games,Action/General,68.0,-,-,NS,No Online Multiplayer
428,Smoke and Sacrifice,None,,"May 31, 2018",Solar Sail Games,Action Adventure/General,68.0,3.5,E10+,PC,No Online Multiplayer
429,RIDE,12.66,0.29,"Mar 27, 2015",Milestone S.r.l,Driving/Racing/Simulation/General/Automobile,68.0,5.1,E,PC,-
430,Tennis in the Face,14.99,,"Dec  9, 2014","10tons Ltd, 10tons",Puzzle/Action/General,68.0,4.7,T,PS4,-
431,Shattered - Tale of the Forgotten King,33.34,,"Feb 17, 2021",Redlock Studio,Role-Playing/Action RPG,68.0,-,-,PC,
432,Azkend 2: The World Beneath,None,,"Jan 12, 2018",10tons,Puzzle/Matching,68.0,-,E,NS,No Online Multiplayer
433,Slain: Back from Hell,79.0,,"Sep 20, 2016",Wolf Brew Games,Action/Platformer/2D,68.0,7.1,M,PS4,No Online Multiplayer
434,WRC: FIA World Rally Championship,16.13,0.2,"Oct  8, 2010",Milestone S.r.l,Driving/Racing/Rally / Offroad,68.0,4.5,-,PS3,-
435,Golden Axe,99.99,0.33,"Jul 11, 2007",Backbone Entertainment,Action/Beat-'Em-Up/Beat-'Em-Up/2D,68.0,8.4,T,X360,2  Online
436,The Masterplan,None,,"Jun  4, 2015",Shark Punch,Action/Strategy/General,68.0,7.4,-,PC,No Online Multiplayer
437,Serious Sam HD: The First Encounter,None,1.03,"Nov 24, 2009",Croteam,Action/Shooter/Shooter/First-Person/Sci-Fi/Sci-Fi/Arcade,68.0,8.1,M,PC,-
438,Munin,5.09,,"Jun 10, 2014",Gojira,Action/Platformer/2D,68.0,6.6,-,PC,No Online Multiplayer
439,2Dark,43.84,,"Mar 10, 2017",Gloomywood,Action Adventure/General,68.0,5.5,M,PC,No Online Multiplayer
440,Skylanders Swap Force,3.46,0.27,"Oct 13, 2013",n-Space,Action/Platformer/Platformer/3D/3D,68.0,5.8,E10+,3DS,-
441,The Solus Project,None,0.14,"Jun  7, 2016",Grip Games,Action/Action Adventure/General/Survival,68.0,6.6,-,PC,No Online Multiplayer
442,Lords of the Fallen,20.94,0.55,"Oct 28, 2014","City Interactive, Deck 13",Action RPG/Role-Playing/Action RPG,68.0,6.4,M,PS4,No Online Multiplayer
443,Ancient Space,None,,"Sep 23, 2014",CreativeForge Games,Strategy/Turn-Based/Sci-Fi/General,68.0,7.5,-,PC,No Online Multiplayer
444,Jurassic World Evolution,33.94,0.47,"Jun 12, 2018",Frontier Developments,Strategy/Management/Business / Tycoon,68.0,7.2,T,PS4,No Online Multiplayer
445,Space Empires V,19.34,,"Oct 16, 2006",Malfador Machinations,Strategy/Turn-Based/Sci-Fi/Sci-Fi/General,68.0,7.8,E,PC,8  Online
446,Gungrave: Overdose,,,"Sep 15, 2004",Seta Corporation,Action/Shooter/Third-Person/Fantasy,68.0,8.4,M,PS2,1 Player
447,Digimon World: Next Order,20.0,0.24,"Jan 31, 2017",B.B.Studio,Role-Playing/Trainer,68.0,6.8,E10+,PS4,No Online Multiplayer
448,Agatha Christie: And Then There Were None,,0.0,"Oct 30, 2005",AWE Games,Adventure/First-Person/3D/Point-and-Click/Modern/Third-Person/Modern,68.0,7.5,T,PC,No Online Multiplayer
449,Madden NFL 22,47.0,,"Aug 17, 2021",EA Tiburon,Sports/Team/Football/Sim,68.0,0.6,E,PS5,-
450,Stonefly,None,,"Jun  1, 2021",Flight School Studio,Action Adventure/General,68.0,-,-,PS4,No Online Multiplayer
451,Chronos: Before the Ashes,23.55,,"Dec  1, 2020",Gunfire Games,Action Adventure/General,68.0,5.6,-,PS4,No Online Multiplayer
452,Port Royale 4,44.99,,"Sep 25, 2020",Gaming Minds Studios,Strategy/Real-Time/General,68.0,5.7,E10+,PC,No Online Multiplayer
453,Ageless,None,,"Jul 28, 2020",One More Dream Studios,Action/Platformer/2D,68.0,-,E,NS,No Online Multiplayer
454,The Complex,None,,"Mar 31, 2020",Wales Interactive,Adventure/General,68.0,6.8,M,XOne,No Online Multiplayer
455,Speaking Simulator,None,,"Jan 30, 2020",Affable Games,Simulation/General/Virtual/Virtual Life,68.0,-,T,NS,No Online Multiplayer
456,Argonus and the Gods of Stone,14.89,,"Oct  8, 2019",Zojoi Studios,Action Adventure/General,68.0,-,-,PC,No Online Multiplayer
457,London Detective Mysteria,70.01,0.01,"Dec 18, 2018",Karin Entertainment,Adventure/Visual Novel,68.0,5.5,M,PSV,No Online Multiplayer
458,Pure Farming 2018,16.0,0.04,"Mar 13, 2018",Techland,Simulation/Virtual/Career,68.0,6.3,E,PS4,No Online Multiplayer
459,Sparkle Unleashed,None,,"Dec 25, 2017",10tons,Puzzle/Matching,68.0,5.4,E,NS,No Online Multiplayer
460,The Castle Game,54.6,,"Aug  4, 2015",Neptune Interactive Inc.,Strategy/Real-Time/Defense,68.0,6.6,E10+,PS4,-
461,Pandora: First Contact,None,,"Nov 14, 2013",Proxy Studios,Strategy/Turn-Based/Sci-Fi/Sci-Fi/General,68.0,7.5,-,PC,Online Multiplayer
462,Saints Row IV: Enter the Dominatrix,19.59,,"Oct 22, 2013",Volition Inc.,Action Adventure/Modern/Modern/Open-World,68.0,6.5,M,X360,1 Player
463,Legasista,13.66,0.04,"Aug 21, 2012",System Prisma,Role-Playing/Action RPG/Action RPG,68.0,6.7,T,PS3,1 Player
464,Battlefield: Play4Free,None,,"Mar 10, 2011",Digital Illusions,Action/Shooter/Shooter/First-Person/Modern/Arcade,68.0,2.0,-,PC,Up to 32
465,Roogoo Attack,9.0,0.07,"Jun 16, 2009",SpiderMonk,Miscellaneous/Puzzle/Puzzle/General/General,68.0,-,E,DS,-
466,Riviera: The Promised Land,48.23,0.09,"Jul 11, 2007",Sting,Role-Playing/General/General,68.0,8.0,T,PSP,1 Player
467,Jewel Quest,9.22,,"Mar  3, 2006",iWin,Miscellaneous/Puzzle/Puzzle/General/Puzzle/Matching/General,68.0,7.8,E,X360,1 Player
468,Crash Tag Team Racing,,0.25,"Nov 10, 2005",Radical Entertainment,Driving/Racing/Car Combat/Arcade/Car Combat/Automobile,68.0,7.1,E10+,PSP,24  Online
469,True Crime: Streets of LA,,,"May 11, 2004","Luxoflux, Inc.",Action Adventure/Modern/Modern/Open-World,68.0,6.4,M,PC,No Online Multiplayer
470,Medal of Honor Rising Sun,,,"Nov 11, 2003",EA LA,Action/Shooter/First-Person/Historic,68.0,7.6,T,PS2,1-8
471,Kung Fu Chaos,,,"Feb 24, 2003",Just Add Monsters,Action/Fighting/3D,68.0,8.5,T,Xbox,1-4
472,Mobile Forces,,,"Aug 16, 2002",Rage Software,Simulation/Driving/Car Combat/Car Combat/Vehicle/Combat,68.0,7.4,M,PC,1-16
473,Shadow Man: 2econd Coming,,,"Mar  2, 2002",Acclaim,Action Adventure/Horror,68.0,7.8,M,PS2,1 Player
474,Vanishing Point,,,"Feb  5, 2001",Clockwork Games,Driving/Racing/Arcade,68.0,7.6,E,PlayStation,-
475,Senran Kagura: Estival Versus,57.69,0.18,"Mar 15, 2016","Tamsoft, Marvelous Inc.",Action/General,67.0,7.8,M,PS4,Up to 10
476,Castle of Shikigami III,None,0.04,"May 13, 2008",Alfa System,Action/Shooter/Shooter/Scrolling/Scrolling/Shoot-'Em-Up/Vertical,67.0,7.7,T,Wii,1-2
477,Shrek SuperSlam,,0.5,"Oct 25, 2005",Shaba Games,Action/Beat-'Em-Up,67.0,6.5,E10+,PS2,24  Online
478,Giga Wrecker Alt.,31.73,,"Apr 12, 2019",Game Freak,Action/Platformer/2D,67.0,2.8,T,PS4,No Online Multiplayer
479,Record of Agarest War,32.6,0.15,"Apr 27, 2010",Compile Heart,Strategy/Turn-Based/General/General/Tactics,67.0,6.2,T,PS3,No Online Multiplayer
480,Milky Way Prince: The Vampire Star,None,,"Aug 13, 2020",Lorenzo Redaelli,Adventure/Visual Novel,67.0,8.5,-,PC,No Online Multiplayer
481,Knights of Pen & Paper 2,51.0,0.34,"Oct 20, 2015",Kyy Games,Role-Playing/General,67.0,6.0,-,PC,No Online Multiplayer
482,We Ski,11.75,1.02,"May 13, 2008",Bandai Namco Games,Sports/Alternative/Individual/Skiing/Skiing/Ski / Snowboard,67.0,8.5,E,Wii,1-4
483,Raiders of the Broken Planet,None,,"Sep 22, 2017",Mercury Steam,Strategy/Real-Time/MOBA,67.0,5.8,M,XOne,Up to 5
484,Fallout 3 - Operation: Anchorage,3.08,0.1,"Jan 27, 2009",Bethesda Game Studios,Role-Playing/First-Person/First-Person/Western-Style,67.0,6.5,M,X360,-
485,Inked: A Tale of Love,None,,"Apr 26, 2018",Somnium Games d.o.o.,Adventure/General,67.0,6.1,-,PC,No Online Multiplayer
486,Human: Fall Flat,34.41,,"May  9, 2017",No Brakes Games,Action Adventure/General,67.0,6.8,E,PS4,Up to 8
487,Beatmania,61.34,0.07,"Mar 28, 2006",Konami,Miscellaneous/Rhythm/Music,67.0,8.6,E10+,PS2,1-2
488,One Piece Grand Battle,,,"Sep  7, 2005",Ganbarion,Action/Fighting/3D,67.0,7.0,T,GameCube,1-2
489,Wonder Boy: Asha in Monster World,48.9,,"May 28, 2021",Artdink,Action/Platformer/2D,67.0,5.4,E10+,PS4,No Online Multiplayer
490,The Simpsons Arcade Game,None,,"Feb  3, 2012",,Action/Beat-'Em-Up/Beat-'Em-Up/2D,67.0,7.2,E10+,X360,1-4
491,Sword Art Online: Hollow Fragment,None,0.57,"Aug 19, 2014","Bandai Namco Games, Aquria",Role-Playing/General/Action RPG,67.0,7.6,T,PSV,Up to 4
492,Star Fox: Assault,,,"Feb 14, 2005",Namco,Action/Shooter/Third-Person/Sci-Fi,67.0,8.1,T,GameCube,1-4
493,Shoot Many Robots,None,,"Mar 14, 2012",Demiurge Studios,Action/General/General,67.0,7.0,M,X360,-
494,CSI: Crime Scene Investigation: 3 Dimensions of Murder,7.83,,"Mar 14, 2006",Telltale Games,Adventure/3D/First-Person/Modern/Modern,67.0,7.5,M,PC,No Online Multiplayer
495,Lost Planet: Extreme Condition,11.72,0.64,"Feb 26, 2008",Capcom,Action/Shooter/Shooter/Third-Person/Sci-Fi/Sci-Fi/Arcade,67.0,6.9,T,PS3,Up to 16
496,JYDGE,None,,"Oct 19, 2017",10tons,Action/Shooter/Shoot-'Em-Up/Top-Down,67.0,6.9,T,NS,No Online Multiplayer
497,Silent Hill 4: The Room,,,"Sep  7, 2004",Konami,Action Adventure/Horror/Horror/Survival,67.0,7.7,M,PC,No Online Multiplayer
498,K-1 World Grand Prix,,,"Jul  9, 2003",Konami,Sports/Traditional/Boxing,67.0,7.9,T,PS2,1-2
499,Guilty Gear X Advance Edition,,,"Aug 29, 2002",Arc System Works,Action/Fighting/2D,67.0,5.8,T,Game Boy Advance,-
500,Blood Omen 2,,,"Mar 21, 2002",Crystal Dynamics,Action Adventure/Horror,67.0,8.2,M,PS2,1 Player
501,MotoGP,,,"Mar  8, 2002",Visual Impact,Driving/Racing/Motorcycle/Street,67.0,-,E,Game Boy Advance,-
502,Iron Aces,,,"Feb  6, 2001",Marionette,Simulation/Flight/WWII,67.0,7.7,E,Dreamcast,-
503,Shattered Union,,0.0,"Oct 17, 2005",PopTop Software,Strategy/Turn-Based/Historic/General/Historic,67.0,6.3,T,PC,2  Online
504,MediEvil,17.99,,"Oct 25, 2019","Other Ocean Interactive, Sony Interactive Entertainment",Action Adventure/General,67.0,8.1,T,PS4,No Online Multiplayer
505,Nancy Drew: The White Wolf of Icicle Creek,19.98,0.15,"Dec  2, 2008",Her Interactive,Adventure/First-Person/General/Point-and-Click/Modern,67.0,8.2,E,Wii,1 Player
506,Pony Friends,16.49,0.32,"May 30, 2007",Tantalus,Simulation/Miscellaneous/Virtual Life/Virtual/Virtual Life,67.0,6.6,E,DS,1 Player
507,The Escapists: Complete Edition,None,,"Sep 25, 2018",Mouldy Toof Studios,Action/General,67.0,6.2,T,NS,No Online Multiplayer
508,Monster Monpiece,44.2,0.06,"May 27, 2014",Compile Heart,Strategy/Miscellaneous/Turn-Based/Card Battle,67.0,7.5,M,PSV,2
509,Tony Hawk's Pro Skater HD,29.99,,"Aug 28, 2012",Robomodo,Sports/Alternative/Individual/Skating/Skating/Skate / Skateboard,67.0,6.6,T,PS3,-
510,Zombie Apocalypse: Never Die Alone,None,,"Oct 25, 2011",Konami,Action/General/Shooter/Static/Shoot-'Em-Up/Top-Down,67.0,3.0,M,PS3,-
511,NCAA March Madness 08,18.95,0.09,"Dec 11, 2007",EA Canada,Sports/Traditional/Team/Basketball/Sim/Sim,67.0,4.6,E,PS3,2  Online
512,Nin2-Jump,None,,"Apr 27, 2011",Cave,Action/Platformer/Platformer/2D/2D,67.0,7.8,T,X360,-
513,Fatal Frame: Maiden of Black Water,64.98,0.12,"Oct 22, 2015",Koei Tecmo Games,Action/General/Horror/Action Adventure/Survival,67.0,7.8,M,WiiU,No Online Multiplayer
514,LEGRAND LEGACY: Tale of the Fatebounds,None,,"Jan 24, 2018",SEMISOFT,Role-Playing/Japanese-Style,67.0,6.7,-,PC,No Online Multiplayer
515,King's Quest Chapter 2: Rubble Without a Cause,73.76,,"Dec 15, 2015",The Odd Gentlemen,Adventure/General,67.0,5.6,E10+,PC,-
516,The Fancy Pants Adventures,None,,"Apr 20, 2011","Over the Top Games, EA 2D",Shooter/Scrolling/Action/Platformer/Platformer/2D/2D,67.0,7.4,E,X360,Up to 4
517,The Legend of Legacy,30.63,0.29,"Oct 13, 2015","Cattle Call, FuRyu",Role-Playing/Japanese-Style,67.0,7.1,E10+,3DS,-
518,Super Bomberman R,17.38,0.06,"Jun 12, 2018",Konami,Puzzle/Action/Arcade,67.0,5.9,E10+,PS4,Up to 8
519,Lichtspeer,None,,"Sep 27, 2016",Lichthund,Action Adventure/General,67.0,6.6,T,PS4,-
520,Citizens of Earth,82.0,,"Jan 20, 2015",Eden Industries,General/Role-Playing/General/Japanese-Style,67.0,7.8,E10+,WiiU,-
521,Tom Clancy's Splinter Cell Classic Trilogy HD,32.51,,"Sep 27, 2011",Ubisoft,Miscellaneous/Compilation/Compilation,67.0,7.1,M,PS3,-
522,Brut@l,24.48,,"Aug  9, 2016",Stormcloud Games Limited,Action Adventure/General,67.0,6.0,T,PS4,-
523,Edge Of Eternity,None,,"Jun  8, 2021",Midgar Studio,Action Adventure/General,67.0,7.6,-,PC,No Online Multiplayer
524,Oil Rush,None,0.02,"Sep 23, 2011","Unigine Corp, Russia",Strategy/Real-Time/Modern/General/Modern,67.0,6.5,-,PC,-
525,Neptunia x Senran Kagura: Ninja Wars,51.99,,"Oct 26, 2021",Tamsoft,Role-Playing/Action RPG,67.0,5.8,T,PS4,No Online Multiplayer
526,Song of Horror,53.99,,"May 28, 2021",Protocol Games,Action Adventure/Survival,67.0,7.1,M,PS4,No Online Multiplayer
527,DOOM 3: VR Edition,None,,"Mar 29, 2021","id Software, Archiact Interactive Ltd.",Action/Shooter/Light Gun,67.0,7.3,M,PS4,No Online Multiplayer
528,Namco Museum Archives Vol. 2,16.0,,"Jun 18, 2020",B.B.Studio,Miscellaneous/Compilation,67.0,-,E10+,NS,No Online Multiplayer
529,Golazo!,None,,"Sep 12, 2019",Purple Tree Studio,Sports/Team/Soccer/Arcade,67.0,5.1,E,NS,No Online Multiplayer
530,Atari Flashback Classics,25.49,0.04,"Dec 13, 2018",AtGames,Miscellaneous/Compilation,67.0,-,E,NS,No Online Multiplayer
531,Danganronpa Another Episode: Ultra Despair Girls,40.01,0.04,"Jun 27, 2017",Spike Chunsoft,Action Adventure/General,67.0,7.5,M,PS4,No Online Multiplayer
532,FORCED SHOWDOWN,None,,"Mar 29, 2016",BetaDwarf,Role-Playing/Action RPG,67.0,7.5,-,PC,-
533,Senran Kagura Shinovi Versus,50.22,0.12,"Oct 14, 2014","Tamsoft, Marvelous AQL",Action/General,67.0,7.9,M,PSV,Up to 4
534,Rayman Raving Rabbids 2,12.78,1.84,"Nov 15, 2007",Ubisoft Montpellier,Miscellaneous/Party/Party/Party / Minigame,67.0,8.0,E10+,Wii,No Online Multiplayer
535,Ice Age 2: The Meltdown,12.32,,"Mar 14, 2006",Vivendi Games,Action/Platformer/3D,67.0,8.0,E10+,GameCube,1 Player
536,Fullmetal Alchemist 2: Curse of the Crimson Elixir,,0.23,"Jul 12, 2005",Racjin,Role-Playing/Console-style RPG,67.0,7.2,T,PS2,1 Player
537,Tomb Raider: Legend,29.99,0.46,"Jun 21, 2006",Buzz Monkey,Action Adventure/Modern/Modern/Linear,67.0,7.9,T,PSP,1-2
538,Sea of Thieves,27.65,5.0,"Mar 20, 2018",Rare Ltd.,Role-Playing/Action Adventure/Massively Multiplayer/Open-World,67.0,4.9,T,PC,Up to 24
539,Lollipop Chainsaw,90.26,0.67,"Jun 12, 2012",Grasshopper Manufacture,Action/General/General,67.0,7.2,M,PS3,-
540,Mario & Sonic at the Olympic Games,19.0,37.38,"Nov  6, 2007","Sega, Nintendo, Sega Sports R&D",Sports/Olympic Sports/Olympic Sports/Individual/Athletics,67.0,7.7,E,Wii,1-4
541,Crystar,32.68,0.02,"Aug 27, 2019","FuRyu, Gemdrops",Role-Playing/General/Action RPG,67.0,9.6,T,PS4,No Online Multiplayer
542,InnerSpace,None,,"Jan 16, 2018",PolyKnight Games,Simulation/Flight/Civilian,67.0,4.2,E,PS4,No Online Multiplayer
543,Neon Chrome,None,,"Oct 12, 2017",10tons,Action/Shooter/Shoot-'Em-Up/Top-Down,67.0,7.1,T,NS,No Online Multiplayer
544,The Incredibles: Rise of the Underminer,,,"Nov  1, 2005",Heavy Iron Studios,Action/Platformer/3D,67.0,6.8,E10+,GameCube,-
545,Re:Turn - One Way Trip,55.55,,"Oct 14, 2020",Red Ego Games,Adventure/General,67.0,7.4,-,PC,No Online Multiplayer
546,The King's Bird,None,,"Feb 12, 2019",Serenity Forge,Action/Platformer/2D,67.0,4.6,-,NS,No Online Multiplayer
547,Phantom Breaker: Battle Grounds,None,,"Aug 12, 2014",Division2,Action/Beat-'Em-Up/2D,67.0,6.8,E10+,PSV,Up to 4
548,Dragon Age: Origins - Leliana's Song,57.87,,"Jul  6, 2010",BioWare,Role-Playing/PC-style RPG/PC-style RPG/Western-Style,67.0,5.6,-,PS3,-
549,Shark Tale,,,"Sep 27, 2004",Edge of Reality,Action/Platformer/3D,67.0,-,E,Xbox,1 Player
550,The Lord of the Rings: War of the Ring,,,"Nov  4, 2003",Liquid Entertainment,Strategy/Real-Time/Fantasy/General/Fantasy,67.0,7.0,T,PC,1-8
551,Wallace & Gromit in Project Zoo,,,"Oct  7, 2003",Frontier Developments,Action/Platformer/3D,67.0,3.5,E,PS2,1 Player
552,Naval Ops: Warship Gunner,,,"Jun 25, 2003",Micro Cabin,Simulation/Ship,67.0,8.3,T,PS2,1 Player
553,Star Wars Bounty Hunter,,,"Dec  7, 2002",LucasArts,Action/Shooter/Third-Person/Sci-Fi,67.0,7.8,T,GameCube,1 Player
554,Dungeon Hunter: Alliance,22.5,,"Apr 12, 2011",Gameloft,Role-Playing/Action RPG/Action RPG,67.0,7.5,T,PS3,-
555,Teenage Zombies: Invasion of the Alien Brain Thingys,33.35,0.04,"Apr 15, 2008",InLight Entertainment,Adventure/General/General,67.0,8.2,E10+,DS,-
556,Disjunction,None,,"Jan 28, 2021",Ape Tribe Games,Role-Playing/Western-Style,67.0,-,-,PC,No Online Multiplayer
557,Fret Nice,5.06,,"Feb  4, 2010","Tecmo, Pieces Interactive",Action/Miscellaneous/Rhythm/Music/Music,67.0,5.0,E,PS3,-
558,Just Cause,12.47,0.02,"Sep 27, 2006",Avalanche Studios,Action Adventure/Modern,67.0,7.6,M,PS2,1 Player
559,Nelke & the Legendary Alchemists: Ateliers of the New World,35.0,,"Mar 26, 2019",Gust,Role-Playing/General,67.0,3.7,E10+,PS4,No Online Multiplayer
560,Katana Kami: A Way of the Samurai Story,34.2,,"Feb 20, 2020",Acquire,Role-Playing/Action Adventure/Action RPG/Linear,67.0,7.1,M,PS4,2
561,How to Survive 2,None,,"Feb  6, 2017",505 Games,Action Adventure/Survival,67.0,6.2,M,PS4,Up to 4
562,White Night,None,,"Mar  3, 2015",OSome Studio,Action Adventure/Survival,67.0,7.1,M,PS4,-
563,Monster Truck Championship,26.51,,"Oct 20, 2020",Teyon,Simulation/Vehicle/Civilian,67.0,3.8,E,PS4,Up to 8
564,Sniper Elite V2,16.31,0.84,"May  2, 2012",Rebellion,Action/General/Shooter/Shooter/Third-Person/Tactical/Historic/Historic,67.0,6.6,M,X360,2
565,We Happy Few,21.88,0.14,"Aug 10, 2018",Compulsion Games,Action Adventure/General,67.0,5.4,M,PS4,No Online Multiplayer
566,The Spectrum Retreat,None,,"Jul 10, 2018",Dan Smith Studios,Adventure/3D/First-Person,67.0,3.9,T,PS4,No Online Multiplayer
567,Disney Castle of Illusion starring Mickey Mouse,66.37,,"Sep  4, 2013",Sega,Action/Platformer/Platformer/2D/2D,67.0,7.0,E,X360,-
568,World Championship Poker 2: Featuring Howard Lederer,,0.34,"Nov  8, 2005",Point of View,Miscellaneous/Parlor/Gambling,67.0,6.3,T,PS2,8  Online
569,Rise of the Triad,99.46,,"Jul 31, 2013",Interceptor,Action/Shooter/Shooter/First-Person/Modern/Modern/Arcade,67.0,6.6,M,PC,Up to 12
570,Hextech Mayhem: A League of Legends Story,None,,"Nov 16, 2021",Choice Provisions,Action/Platformer/2D,67.0,8.0,E10+,NS,-
571,Arietta of Spirits,None,,"Aug 20, 2021",Third Spirit,Action Adventure/General,67.0,6.3,E10+,NS,-
572,Another Sight,39.99,,"Sep  6, 2018",Lunar Great Wall Studios,Adventure/3D/Third-Person,67.0,7.3,E,PC,No Online Multiplayer
573,Train Fever,None,0.23,"Sep  4, 2014",Urban Games,Simulation/Vehicle/Train,67.0,6.9,-,PC,-
574,Alien Shooter: Vengeance,17.76,,"Feb 16, 2007",Sigma Team,Action/General/General,67.0,7.9,M,PC,6  Online
575,Fallout 4: Automatron,19.99,,"Mar 22, 2016",Bethesda Game Studios,Role-Playing/Western-Style,67.0,4.9,M,PC,-
576,Penumbra: Requiem,6.96,,"Aug 27, 2008",Frictional Games,Action Adventure/Horror/Horror/Survival,67.0,5.9,M,PC,-
577,SOCOM 4: U.S. Navy SEALs,19.77,0.9,"Apr 19, 2011",Zipper Interactive,Action/Shooter/Shooter/Third-Person/Modern/Modern/Arcade,67.0,6.4,M,PS3,Up to 32
578,Space Ark,7.08,,"Jun 16, 2010",Strawdog Studios,Action/General/General,67.0,-,E,X360,1-2
579,Deception IV: Blood Ties,20.79,0.14,"Mar 25, 2014",Koei Tecmo Games,Action Adventure/Modern/Strategy/General,67.0,7.5,M,PSV,-
580,NIER,19.38,0.29,"Apr 27, 2010",Cavia Inc.,Role-Playing/Action RPG/Action RPG,67.0,8.4,M,X360,No Online Multiplayer
581,Assassin's Creed Chronicles: China,59.58,0.0,"Apr 21, 2015","Climax Group, Climax Studios",Action Adventure/General/Linear,67.0,5.2,T,PC,No Online Multiplayer
582,The UnderGarden,22.33,,"Nov 10, 2010",Vitamin G Studios,Miscellaneous/Puzzle/Puzzle/General/Puzzle/General,67.0,5.8,E,PC,-
583,Say No! More,None,,"Apr  9, 2021",Fizbin,Adventure/General,67.0,6.0,-,PC,No Online Multiplayer
584,The Almost Gone,None,,"Jun 25, 2020",Happy Volcano,Adventure/General,67.0,7.0,-,PC,No Online Multiplayer
585,Sniper Ghost Warrior Contracts,23.0,,"Nov 22, 2019",CI Games,Action/Shooter/First-Person/Tactical,67.0,6.1,M,XOne,Up to 16
586,Riverbond,63.98,,"Jun  9, 2019",Cococucumber,Action/Action Adventure/General,67.0,5.7,E10+,XOne,No Online Multiplayer
587,Steel Rats,23.98,,"Nov  7, 2018",Tate Multimedia,Simulation/Vehicle/Combat,67.0,7.2,T,PS4,No Online Multiplayer
